,principio_activo,concentracion,unidad_de_dispensacion,fabricante,unidad_base,canal,precio_por_tableta,factoresprecio,numerofactor,precio_por_tableta_float,log_precio_por_tableta,concentracion_filtrado,concentracion_en_gramos,principio_activo_encoded,unidad_de_dispensacion_encoded,fabricante_encoded,factoresprecio_encoded,canal_encoded,precio_normalizado
8033,loratadina,loratadina 100 mg,Solución o suspensión oral,Best,ml,Institucional,"2,812.55",Medio,2,2812.55,7.94220231017446,100 mg,0.1,1146,21,55,2,1,-0.06491070700481122
10242,epoprostenol,"epoprostenol 1,5 mg",Polvo para reconstituir a Solución o suspensión inyectable,Janssen,mg,Institucional,"200,822.50",Bajo,1,200822.5,12.210181691824525,5 mg,0.005,691,13,224,1,1,10.808450923104761
11719,quinapril,quinapril 20 mg,Tableta o cápsula,Tecnoquimicas,mg,Institucional,817.50,Medio,2,817.5,6.7074733968111895,20 mg,0.02,1494,27,416,2,1,-0.17446530322661774
448,acido salicilico + acido benzoico + azufre precipitado,"azufre precipitado 5 g + acido salicilico 2,5 g + ácido benzoico 5 g",Cremas o geles o ungüentos o pomadas o pastas o jaleas,Incobra,g,Comercial,"9,547.92",Medio,2,9547.92,9.164183338074496,5 g + 5 g + 5 g,15.0,87,1,213,2,0,0.3049500687925217
10066,levosulpiride + pancreatina + simeticona,simeticona 80 mg + levosulpiride 25 mg + pancreatina 150 mg,Tableta o cápsula,Novamed,mg,Institucional,966.67,Medio,2,966.67,6.874891120062953,80 mg + 25 mg + 150 mg,0.255,1121,27,310,2,1,-0.16627389994429054
5995,mepivacaina,mepivacaina 54 mg,Solución o suspensión inyectable,Septodont,ml,Comercial,"1,164.40",Medio,2,1164.4,7.060819654708974,54 mg,0.054,1183,19,392,2,0,-0.15541591126684498
9541,dolutegravir,dolutegravir 50 mg,Tableta o cápsula,Glaxosmithkline,mg,Institucional,"13,361.03",Medio,2,13361.03,9.50017238165578,50 mg,0.05,629,27,181,2,1,0.5143401724988612
3727,gonadotropina humana menopausica,gonadotropina humana menopausica 1200 ui,Polvo para reconstituir a Solución o suspensión inyectable,Ferring,ui,Comercial,"1,303,756.50",Medio,2,1303756.5,14.080761037917197,,0.0,897,13,158,2,0,71.37409540785549
7353,doxiciclina,doxiciclina 100 mg,Tableta o cápsula,Pentacoop,mg,Institucional,152.22,Medio,2,152.22,5.031874797088675,100 mg,0.1,643,27,335,2,1,-0.210997962445406
8553,multienzimas (lipasa proteasa etc.),multienzimas (lipasa proteasa etc.) 300 mg,Tableta o cápsula,Lafrancol,mg,Institucional,"2,291.00",Medio,2,2291.0,7.73718007783463,300 mg,0.3,1263,27,244,2,1,-0.09355069079443214
6279,telmisartan,telmisartan 80 mg,Tableta o cápsula,Boehringer,mg,Institucional,871.88,Alto,3,871.88,6.771798089346843,80 mg,0.08,1631,27,78,0,1,-0.17147912295918494
10609,rituximab,rituximab 100 mg,Solución o suspensión inyectable,Hernando Cardona Carrillo,ml,Institucional,"587,272.73",Medio,2,587272.73,13.283246310389297,100 mg,0.1,1516,19,202,2,1,32.029672901237774
7295,efavirenz,efavirenz 600 mg,Tableta o cápsula,Aurobindo,mg,Institucional,496.42,Bajo,1,496.42,6.209434739648194,600 mg,0.6,660,27,44,1,1,-0.1920968361480471
6251,fexofenadina,fexofenadina 120 mg,Tableta o cápsula,Sanofi Aventis,mg,Institucional,"5,904.67",Alto,3,5904.67,8.683668185361812,120 mg,0.12,808,27,389,0,1,0.10488752264826634
5926,zopiclona,"zopiclona 7,5 mg",Tableta o cápsula,Siegfried,mg,Comercial,"2,074.55",Alto,3,2074.55,7.6379814577835035,5 mg,0.005,1814,27,399,0,0,-0.10543665473128083
2460,rocuronio bromuro,rocuronio bromuro 50 mg,Solución o suspensión inyectable,Proclin,ml,Comercial,"7,300.00",Medio,2,7300.0,8.895766604056085,50 mg,0.05,1520,19,354,2,0,0.18150956958752767
22,trazodona,trazodona 50 mg,Tableta o cápsula,Sanofi Aventis,mg,Comercial,"1,023.28",Medio,2,1023.28,6.931745205722233,50 mg,0.05,1713,27,389,2,0,-0.1631652632223455
2066,betahistina,betahistina 16 mg,Tableta o cápsula,La Sante,mg,Comercial,"2,999.88",Medio,2,2999.88,8.00666085796977,16 mg,0.016,254,27,237,2,0,-0.054623815693700714
1653,dalteparina,dalteparina 10000 ui,Solución o suspensión inyectable,Pfizer,ml,Comercial,"29,588.00",Medio,2,29588.0,10.295157949622103,,0.0,526,19,338,2,0,1.4054151562102308
8894,gluconato de clorhexidina,gluconato de clorhexidina 70 ml + gluconato de clorhexidina 2 g,Solución o suspensión tópica,Electrowest,ml,Institucional,"5,691.00",Medio,2,5691.0,8.646816959209742,70 ml + 2 g,72.0,885,24,128,2,1,0.09315421743049565
8706,norfloxacina,norfloxacina 400 mg,Tableta o cápsula,Laproff,mg,Institucional,185.50,Medio,2,185.5,5.2284312390838705,400 mg,0.4,1336,27,246,2,1,-0.20917045087313374
1376,buprenorfina,buprenorfina 20 mg,Parche,Grunenthal,mg,Comercial,"27,209.67",Medio,2,27209.67,10.211364454774401,20 mg,0.02,322,12,193,2,0,1.2748134255106447
1724,aripiprazol,aripiprazol 15 mg,Tableta o cápsula,Mega Labs,mg,Comercial,"4,661.31",Medio,2,4661.31,8.447266312451498,15 mg,0.015,205,27,276,2,0,0.0366106359745763
3754,telmisartan y hidroclorotiazida,"telmisartan 80 mg + hidroclorotiazida 12,5 mg",Tableta o cápsula,Msn Laboratories Private,mg,Comercial,566.67,Medio,2,566.67,6.341540263967944,80 mg + 5 mg,0.085,1634,27,294,2,0,-0.1882391832648703
8652,tacrolimus,tacrolimus 1 mg,Tableta o cápsula,Sandoz,mg,Institucional,"2,666.67",Bajo,1,2666.67,7.888960711229582,1 mg,0.001,1614,27,388,1,1,-0.07292144583182665
4183,cetirizina + fenilefrina + ibuprofeno,fenilefrina 20 mg + cetirizina 5 mg + ibuprofeno 200 mg,Tableta o cápsula,Novamed,mg,Comercial,"1,290.68",Medio,2,1290.68,7.163698975646706,20 mg + 5 mg + 200 mg,0.225,405,27,310,2,0,-0.14848147132253797
4082,ciclobenzaprina,ciclobenzaprina 10 mg,Tableta o cápsula,Momenta,mg,Comercial,"1,708.11",Medio,2,1708.11,7.443728046170049,10 mg,0.01,410,27,291,2,0,-0.12555905078126395
8474,clomifeno,clomifeno 50 mg,Tableta o cápsula,Synthesis,mg,Institucional,"3,537.50",Medio,2,3537.5,8.171458187515839,50 mg,0.05,456,27,413,2,1,-0.02510137664667552
6579,metformina,metformina 850 mg,Tableta o cápsula,Labquifar,mg,Institucional,81.00,Medio,2,81.0,4.406719247264253,850 mg,0.85,1196,27,243,2,1,-0.2149088811406352
4558,amlodipino y telmisartan,telmisartan 80 mg + amlodipino 5 mg,Tableta o cápsula,Mega Labs,mg,Comercial,"4,204.49",Medio,2,4204.49,8.34414609356112,80 mg + 5 mg,0.085,176,27,276,2,0,0.011525184158308171
3537,indacaterol y glicopirronio,indacaterol 110 mcg + glicopirronio 50 mcg,Polvos para Inhalación,Novartis,mcg,Comercial,"3,745.75",Medio,2,3745.75,8.228644076525105,110 mcg + 50 mcg,0.00015999999999999999,1007,16,311,2,0,-0.013665701017898692
7003,dipirona sodica,"dipirona 2,5 mg",Solución o suspensión inyectable,Blaskov,ml,Institucional,"1,566.67",Medio,2,1566.67,7.357345719577038,5 mg,0.005,621,19,76,2,1,-0.13332597496342094
11242,metronidazol,metronidazol 500 mg,Tableta o cápsula,Ecar,mg,Institucional,107.73,Medio,2,107.73,4.6888677450096585,500 mg,0.5,1223,27,127,2,1,-0.21344105108273745
10115,capecitabina,capecitabina 500 mg,Tableta o cápsula,Cipla,mg,Institucional,"1,976.75",Medio,2,1976.75,7.589715113901506,500 mg,0.5,351,27,98,2,1,-0.1108071665031626
8789,emulsion lipidica,emulsion lipidica,Emulsión inyectable,Baxter,ml,Institucional,"260,764.00",Alto,3,260764.0,12.471374897574693,,0.0,678,5,49,0,1,14.100030998506087
646,vitamina e,vitamina e 400 ui,Tableta o cápsula,Procaps,ui,Comercial,"1,968.00",Alto,3,1968.0,7.585281078639126,,0.0,1798,27,353,0,0,-0.11128765707580028
6381,ibuprofeno + metacarbamol,ibuprofeno 200 mg + metocarbamol 500 mg,Tableta o cápsula,Genfar,mg,Institucional,223.50,Medio,2,223.5,5.413875707182309,200 mg + 500 mg,0.7,982,27,173,2,1,-0.20708374895767867
7527,sevoflurano,sevoflurano 100 ml,Solución o suspensión para inhalación,Baxter,ml,Institucional,"302,653.42",Alto,3,302653.42,12.620346905541624,100 ml,100.0,1556,22,49,0,1,16.400313444592985
11511,sulfametoxazol y trimetoprim,trimetoprim 800 g + sulfametoxazol 4000 g,Solución o suspensión oral,Siegfried,ml,Institucional,"38,091.67",Medio,2,38091.67,10.547777154154316,800 g + 4000 g,4800.0,1601,21,399,2,1,1.8723789582470165
7165,óxido de zinc,oxido de zinc 10 mg,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Tecnofar,g,Institucional,"17,349.25",Medio,2,17349.25,9.761362194493096,10 mg,0.01,1820,1,414,2,1,0.7333461281108675
9483,betahistina,betahistina 16 mg,Tableta o cápsula,Eurofarma,mg,Institucional,234.83,Medio,2,234.83,5.463111206473775,16 mg,0.016,254,27,137,2,1,-0.20646158230762326
7697,glucosa,"glucosa 0,1 g",Solución o suspensión inyectable,Pisa,ml,Institucional,"1,830.83",Medio,2,1830.83,7.51307074616855,1 g,1.0,887,19,348,2,1,-0.1188201018585101
11166,diosmectita,diosmectita 3 g,Polvo para reconstituir a Solución o suspensión oral,Beaufour Ipsen,g,Institucional,"3,953.67",Alto,3,3953.67,8.282652438035345,3 g,3.0,609,14,52,0,1,-0.0022481467478613396
4875,nitazoxanida,nitazoxanida 100 mg,Polvo para reconstituir a Solución o suspensión oral,Med Line,ml,Comercial,"20,503.56",Bajo,1,20503.56,9.928402579414998,100 mg,0.1,1326,14,272,1,0,0.9065594101882123
10195,amoxicilina y acido clavulanico,amoxicilina 875 mg + acido clavulanico 125 mg,Tableta o cápsula,Siegfried,mg,Institucional,"1,111.00",Alto,3,1111.0,7.013915474810528,875 mg + 125 mg,1.0,179,27,399,0,1,-0.15834827659014236
5341,simvastatina,simvastatina 20 mg,Tableta o cápsula,Mk,mg,Comercial,"4,083.52",Alto,3,4083.52,8.314959497330102,20 mg,0.02,1566,27,290,0,0,0.004882333350081854
7031,desloratadina,desloratadina 5 mg,Tableta o cápsula,Mega Labs,mg,Institucional,275.00,Bajo,1,275.0,5.62040086571715,5 mg,0.005,547,27,276,1,1,-0.20425571873015402
2160,desvenlafaxina,desvenlafaxina 50 mg,Tableta o cápsula de liberación modificada,Pfizer,mg,Comercial,"1,218.00",Medio,2,1218.0,7.105786129481271,50 mg,0.05,554,28,338,2,0,-0.1524725633018873
685,mesalazina,mesalazina 500 mg,Tableta o cápsula de liberación modificada,Humax,mg,Comercial,"1,040.50",Bajo,1,1040.5,6.948417260701027,500 mg,0.5,1189,28,207,1,0,-0.16221965777539454
2461,hialuronidasa,hialuronidasa 150 ui,Polvos o granulados,Advance Scientific,ui,Comercial,"41,054.00",Medio,2,41054.0,10.622667910142889,,0.0,915,15,7,2,0,2.035050002594649
7128,aciclovir,aciclovir 400 mg,Tableta o cápsula,Eurofarma,mg,Institucional,"1,017.00",Medio,2,1017.0,6.925595197110468,400 mg,0.4,48,27,137,2,1,-0.1635101181704786
6267,vitaminas liposolubles,vitaminas liposolubles,Emulsión inyectable,Fresenius,ml,Institucional,"1,441.85",Bajo,1,1441.85,7.274375603266734,,0.0,1800,5,164,1,1,-0.14018024162360787
4941,beclometasona y formoterol,formoterol 6 mcg + beclometasona 100 mcg,Polvos para Inhalación,Chiesi,dosis,Comercial,"108,890.44",Medio,2,108890.44,11.598106701607518,6 mcg + 100 mcg,0.00010599999999999999,237,16,96,2,0,5.76016656274342
5946,acetaminofen y tizanidina,acetaminofen 350 mg + tizanidina 2 mg,Tableta o cápsula,Siegfried,mg,Comercial,"3,458.44",Alto,3,3458.44,8.148862005241709,350 mg + 2 mg,0.35200000000000004,40,27,399,0,0,-0.029442814894988102
4583,ciprofloxacina y dexametasona,dexametasona 1 mg + ciprofloxacina 3 mg,Solución o suspensión oftálmica,Sophia,ml,Comercial,"66,135.00",Alto,3,66135.0,11.099468506932512,1 mg + 3 mg,0.004,424,20,404,0,0,3.4123281800033003
5784,etinilestradiol y noretisterona,"etinilestradiol 0,01 mg + noretisterona 2 mg",Tableta o cápsula,Bayer,mg,Comercial,573.52,Medio,2,573.52,6.3535349095636215,01 mg + 2 mg,0.003,732,27,50,2,0,-0.18786302778800537
7569,montelukast,montelukast 10 mg,Tableta o cápsula,Winthrop,mg,Institucional,849.25,Medio,2,849.25,6.745530423887304,10 mg,0.01,1255,27,440,2,1,-0.17272180886304675
10108,levonorgestrel,"levonorgestrel 19,5 mg",Implante,Bayer,mg,Institucional,"568,449.50",Medio,2,568449.5,13.250669517141702,5 mg,0.005,1117,8,50,2,1,30.996028951341682
521,cetirizina,"cetirizina 0,1 mg",Jarabe,Patmar,ml,Comercial,"18,361.22",Medio,2,18361.22,9.818050571897528,1 mg,0.001,401,10,333,2,0,0.7889166475156852
8714,meloxicam,meloxicam 15 mg + meloxicam 20 mg,Tableta o cápsula,Legrand,mg,Institucional,"3,199.90",Alto,3,3199.9,8.071187299244452,15 mg + 20 mg,0.035,1174,27,249,0,1,-0.043640075769244814
3983,minoxidil,minoxidil 5 g,Aerosoles,Mega Labs,g,Comercial,"81,700.67",Medio,2,81700.67,11.310829721275661,5 g,5.0,1243,0,276,2,0,4.267089059064921
11349,vitamina a y vitamina d3,vitamina a 5000 ui + vitamina d3 400 ui,Tableta o cápsula,Procaps,ui,Institucional,160.00,Medio,2,160.0,5.081404364984463,,0.0,1786,27,353,2,1,-0.2105707376848207
780,sulfametoxazol y trimetoprim,trimetoprim 80 mg + sulfametoxazol 400 mg,Tableta o cápsula,Bioquifar,mg,Comercial,608.35,Alto,3,608.35,6.412392815269511,80 mg + 400 mg,0.48000000000000004,1601,27,66,0,0,-0.1859504007428659
9755,salmeterol y fluticasona,salmeterol 50 mcg + fluticasona 500 mcg,Polvos para Inhalación,Sandoz,dosis,Institucional,"58,000.00",Medio,2,58000.0,10.968215530759236,50 mcg + 500 mcg,0.00055,1540,16,388,2,1,2.9656092304710095
5607,acido clavulanico y amoxicilina,"acido clavulanico 62,5 mg + amoxicilina 250 mg",Polvo para reconstituir a Solución o suspensión oral,Glaxosmithkline,ml,Comercial,"65,342.00",Medio,2,65342.0,11.087405597783338,5 mg + 250 mg,0.255,66,14,181,2,0,3.368782005820251
5978,risperidona,risperidona 1 mg,Tableta o cápsula,Janssen,mg,Comercial,357.00,Medio,2,357.0,5.8805329864007,1 mg,0.001,1513,27,224,2,0,-0.1997528356494352
8843,acetilcisteina,acetilcisteina 4 g,Jarabe,Zambon,ml,Institucional,"8,470.00",Bajo,1,8470.0,9.044403844431551,4 g,4.0,46,10,442,1,1,0.24575802330022337
3747,hormona foliculo estimulante (fsh) recombinante,hormona foliculo estimulante (fsh) recombinante 225 ui,Solución o suspensión inyectable,Lafrancol,ui,Comercial,"207,233.13",Medio,2,207233.13,12.241604495879823,,0.0,972,19,244,2,0,11.16047918363828
2196,acido salicilico y acido lactico,acido salicilico 20 g + acido lactico 5 g,Solución o suspensión tópica,Mega Labs,ml,Comercial,"36,481.90",Medio,2,36481.9,10.504598936642694,20 g + 5 g,25.0,88,24,276,2,0,1.7839813229195924
8561,meloxicam,meloxicam 15 mg,Solución o suspensión inyectable,Tecnoquimicas,ml,Institucional,"2,464.09",Alto,3,2464.09,7.809983596966461,15 mg,0.015,1174,19,416,0,1,-0.08404576356953426
11735,ciprofloxacina,ciprofloxacina 500 mg,Tableta o cápsula,Genfar,mg,Institucional,264.58,Medio,2,264.58,5.5819161135621815,500 mg,0.5,423,27,173,2,1,-0.20482791436065514
4285,amoxicilina,amoxicilina 5 g,Polvo para reconstituir a Solución o suspensión oral,Genfar,ml,Comercial,"6,291.08",Medio,2,6291.08,8.747046978655508,5 g,5.0,178,14,173,2,0,0.12610653546802938
8569,meloxicam,meloxicam 1 g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Galeno Quimica,g,Institucional,"18,249.25",Medio,2,18249.25,9.81193405754695,1 g,1.0,1174,1,168,2,1,0.7827680155821719
6979,mometasona,"mometasona 0,1 g",Cremas o geles o ungüentos o pomadas o pastas o jaleas,Genfar,g,Institucional,"2,817.67",Bajo,1,2817.67,7.944020421473507,1 g,1.0,1253,1,173,1,1,-0.0646295513783078
1827,hepatitis a antigeno purificado,hepatitis a antigeno purificado 720 unidades elisa,Solución o suspensión inyectable,Glaxosmithkline,ml,Comercial,"81,770.00",Medio,2,81770.0,11.31167793650524,,0.0,911,19,181,2,0,4.270896191796461
9154,dienogest y etenilestradiol,etenilestradiol 20 mcg + dienogest 2 mg,Tableta o cápsula,Lafrancol,mcg,Institucional,426.14,Medio,2,426.14,6.057111828343837,20 mcg + 2 mg,0.00202,596,27,244,2,1,-0.19595613642747298
11483,guayacolato de glicerilo,guayacolato de glicerilo 2 g,Solución o suspensión oral,American Generics,ml,Institucional,"2,930.00",Medio,2,2930.0,7.983098940710892,2 g,2.0,902,21,24,2,1,-0.058461150689806
2376,tenofovir disoproxil y emtricitabina,tenofovir disoproxil 300 mg + emtricitabina 200 mg,Tableta o cápsula,Gilead,mg,Comercial,"13,587.22",Medio,2,13587.22,9.516958519905955,300 mg + 200 mg,0.5,1642,27,179,2,0,0.526760991084566
8551,rotigotina,rotigotina 9 mg,Parche,Ucb,mg,Institucional,"7,893.25",Medio,2,7893.25,8.97388992534382,9 mg,0.009000000000000001,1528,12,424,2,1,0.21408683041236248
3839,oxacilina,oxacilina 1 g,Polvo para reconstituir a Solución o suspensión inyectable,North China,g,Comercial,"1,633.28",Medio,2,1633.28,7.398957619368867,1 g,1.0,1360,13,309,2,0,-0.1296682061584614
1246,orlistat,orlistat 120 mg,Tableta o cápsula,Lafrancol,mg,Comercial,"3,797.46",Alto,3,3797.46,8.242351000415276,120 mg,0.12,1356,27,244,0,0,-0.010826139016630744
7504,levotiroxina de sodio,levotiroxina sodica 100 mcg,Tableta o cápsula,Procaps,mcg,Institucional,78.00,Medio,2,78.0,4.3694478524670215,100 mcg,9.999999999999999e-05,1123,27,353,2,1,-0.21507362076553954
6511,loteprednol,loteprednol 5 mg,Solución o suspensión oftálmica,Mega Labs,ml,Institucional,"41,482.00",Medio,2,41482.0,10.63303898373978,5 mg,0.005,1151,20,276,2,1,2.0585528557476693
5439,aciclovir,aciclovir 800 mg,Tableta o cápsula,Tecnoquimicas,mg,Comercial,"1,520.03",Medio,2,1520.03,7.327143015930657,800 mg,0.8,48,27,416,2,0,-0.13588712699860053
11648,propafenona,propafenona 150 mg,Tableta o cápsula,Lafrancol,mg,Institucional,"3,291.00",Alto,3,3291.0,8.09925056179696,150 mg,0.15,1481,27,244,0,1,-0.03863748249298279
8964,valsartan + amlodipino + hidroclorotiazida.,"valsartan 160 mg + hidroclorotiazida 12,5 mg + amlodipino 5 mg",Tableta o cápsula,Procaps,mg,Institucional,"1,485.39",Medio,2,1485.39,7.304105640372788,160 mg + 5 mg + 5 mg,0.17,1753,27,353,2,1,-0.13778932053416276
11538,lidocaina,lidocaina 2 g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Ropsohn,ml,Institucional,"10,779.00",Medio,2,10779.0,9.285447844462988,2 g,2.0,1125,1,377,2,1,0.37255262126826993
5510,ondansetron,ondansetron 8 mg,Solución o suspensión inyectable,Ropsohn,ml,Comercial,"4,633.30",Alto,3,4633.3,8.441240441783341,8 mg,0.008,1355,19,377,0,0,0.03507251701005269
5330,dacarbazina,dacarbazina 200 mg,Polvo para reconstituir a Solución o suspensión inyectable,Medac,mg,Comercial,"5,023.50",Bajo,1,5023.5,8.522081225489014,200 mg,0.2,524,13,273,1,0,0.05649965088927822
4531,oxigeno,oxigeno 99 %,Gas,Oxisalud,metros cubicos,Comercial,"89,000.00",Medio,2,89000.0,11.39640288460621,,0.0,1374,7,330,2,0,4.6679186878159395
365,montelukast,montelukast 10 mg,Tableta o cápsula,Lafrancol,mg,Comercial,"2,392.75",Medio,2,2392.75,7.780616452928956,10 mg,0.01,1255,27,244,2,0,-0.08796327184975966
11852,cetirizina y fenilefrina,"fenilefrina 0,2 g + cetirizina 0,1 g",Solución o suspensión oral,Lafrancol,ml,Institucional,"30,789.43",Medio,2,30789.43,10.334959206394267,2 g + 1 g,3.0,406,21,244,2,1,1.4713895320598411
147,vacuna difteria-hemofilus influenza b-pertusis-poliomielitis-tetanos-hepatitis b,vacuna difteria-hemofilus influenza b-pertusis-poliomielitis-tetanos-hepatitis b,Solución o suspensión inyectable,Glaxosmithkline,ml,Comercial,"137,056.25",Alto,3,137056.25,11.828154000733068,,0.0,1744,19,181,0,0,7.306841554252466
1668,silimarina,silimarina 150 mg,Tableta o cápsula,Comerfar,mg,Comercial,667.85,Bajo,1,667.85,6.505559819741595,150 mg,0.15,1559,27,108,1,0,-0.18268306484892965
10498,carboximetilcelulosa y glicerina,glicerina 9 % + carboximetilcelulosa 5 mg,Solución o suspensión oftálmica,Mega Labs,ml,Institucional,"27,494.50",Medio,2,27494.5,10.221777633901135,5 mg,0.005,375,20,276,2,1,1.2904543546311467
7650,dasatinib,dasatinib 20 mg,Tableta o cápsula,Bristol Myers Squibb,mg,Institucional,"41,280.00",Medio,2,41280.0,10.62815762466823,20 mg,0.02,538,27,86,2,1,2.0474603876707764
8599,pregabalina,pregabalina 75 mg,Tableta o cápsula,Mk,mg,Institucional,574.75,Alto,3,574.75,6.3556735387007945,75 mg,0.075,1472,27,290,0,1,-0.1877954845417946
7788,vildagliptina,vildagliptina 50 mg,Tableta o cápsula,Novartis,mg,Institucional,790.60,Medio,2,790.6,6.67405621372841,50 mg,0.05,1774,27,311,2,1,-0.17594246852992676
3456,mometasona,"mometasona 0,05 g",Solución o suspensión intranasal,Tecnoquimicas,g,Comercial,"86,932.42",Medio,2,86932.42,11.372897817298544,05 g,5.0,1253,18,416,2,0,4.554381236596029
3271,amlodipino,amlodipino 10 mg,Tableta o cápsula,Denk Pharma,mg,Comercial,580.00,Medio,2,580.0,6.364750756851911,10 mg,0.01,167,27,122,2,0,-0.18750719019821196
4940,risperidona,risperidona 1 mg,Tableta o cápsula,Momenta,mg,Comercial,369.66,Medio,2,369.66,5.915285200369164,1 mg,0.001,1513,27,291,2,0,-0.19905763443233884
9223,simvastatina,simvastatina 40 mg,Tableta o cápsula,Anzg,mg,Institucional,"4,600.00",Alto,3,4600.0,8.434028950155469,40 mg,0.04,1566,27,30,0,1,0.03324390717361442
6230,gemfibrozil,gemfibrozil 600 mg,Tableta o cápsula,Winthrop,mg,Institucional,203.00,Medio,2,203.0,5.318119993844216,600 mg,0.6,871,27,440,2,1,-0.2082094697278584
10569,olmesartan medoximil,olmesartan medoximil 40 mg,Tableta o cápsula,Msn Laboratories Private,mg,Institucional,820.64,Medio,2,820.64,6.7113023429209715,40 mg,0.04,1348,27,294,2,1,-0.1742928757525512
9632,amoxicilina y acido clavulanico,"amoxicilina 8 g + acido clavulanico 1,14 g",Polvo para reconstituir a Solución o suspensión oral,Eurofarma,ml,Institucional,"22,925.00",Medio,2,22925.0,10.040026916674956,8 g + 14 g,22.0,179,14,137,2,1,1.0395284492976737
9047,vismodegib,vismodegib 150 mg,Tableta o cápsula,Roche,mg,Institucional,"555,829.50",Medio,2,555829.5,13.22821867063954,150 mg,0.15,1783,27,372,2,1,30.30302426257739
3926,enoxaparina,enoxaparina 60 mg,Solución o suspensión inyectable,Delta,ml,Comercial,"7,187.50",Bajo,1,7187.5,8.880237805862647,60 mg,0.06,682,19,121,1,0,0.1753318336536146
10138,bisoprolol,bisoprolol 10 mg,Tableta o cápsula,Siegfried,mg,Institucional,850.00,Bajo,1,850.0,6.7464121285733745,10 mg,0.01,283,27,399,1,1,-0.17268062395682066
8080,betametasona,"betametasona 0,05 g",Cremas o geles o ungüentos o pomadas o pastas o jaleas,American Generics,g,Institucional,"1,617.00",Bajo,1,1617.0,7.388946097618437,05 g,5.0,256,1,24,1,1,-0.130562193189609
78,aceite de oliva y aceite de soya,mezcla de aceite de oliva (80%) y aceite de soya(20%) 20 g,Emulsión inyectable,Baxter,ml,Comercial,"63,800.17",Medio,2,63800.17,11.063526807722726,20 g,20.0,9,5,49,2,0,3.2841151738648273
7088,paroxetina,paroxetina 20 mg,Tableta o cápsula,Winthrop,mg,Institucional,"1,048.50",Medio,2,1048.5,6.956069139260688,20 mg,0.02,1393,27,440,2,1,-0.16178035210898295
2247,azitromicina,azitromicina 500 mg,Tableta o cápsula,Mega Labs,mg,Comercial,"11,359.33",Alto,3,11359.33,9.337882741148995,500 mg,0.5,227,27,276,0,0,0.40442040344185004
9794,darbepoetina alfa,darbepoetina alfa 100 mcg,Solución o suspensión inyectable,Amgen,ml,Institucional,"460,000.00",Medio,2,460000.0,13.038983942375959,100 mcg,9.999999999999999e-05,534,19,25,2,1,25.04071896765365
11808,lansoprazol,lansoprazol 30 mg,Tableta o cápsula,Procaps,mg,Institucional,500.00,Medio,2,500.0,6.2166061010848646,30 mg,0.03,1089,27,353,2,1,-0.19190024686232793
9830,olmesartan medoximil,olmesartan medoximil 40 mg,Tableta o cápsula,Hetero Labs,mg,Institucional,923.60,Medio,2,923.6,6.829361211554125,40 mg,0.04,1348,27,203,2,1,-0.168639011825834
7451,isotetrinoina,isotetrinoina 10 mg,Tableta o cápsula,Colmed,mg,Institucional,975.91,Alto,3,975.91,6.884394529068783,10 mg,0.01,1054,27,106,0,1,-0.16576650189958517
8980,fluconazol,fluconazol 200 mg,Tableta o cápsula,Laproff,mg,Institucional,381.89,Bajo,1,381.89,5.947747741662709,200 mg,0.2,821,27,246,1,1,-0.19838604589481212
2279,gabapentin,gabapentin 300 mg,Tableta o cápsula,Pfizer,mg,Comercial,361.16,Medio,2,361.16,5.892086103127703,300 mg,0.3,859,27,338,2,0,-0.19952439670290115
8123,tramadol,tramadol 100 mg,Solución o suspensión oral,Colmed,ml,Institucional,"3,662.50",Bajo,1,3662.5,8.206174253600018,100 mg,0.1,1704,21,106,1,1,-0.01823722560899435
3897,salbutamol,salbutamol 200 dosis,Solución o suspensión para inhalación,Cipla,mcg,Comercial,"5,250.00",Bajo,1,5250.0,8.566173813637858,,0.0,1535,22,98,1,0,0.06893749256955649
9569,azitromicina,azitromicina 500 mg,Tableta o cápsula,Eurofarma,mg,Institucional,"1,446.00",Medio,2,1446.0,7.277247726631484,500 mg,0.5,227,27,137,2,1,-0.13995235180915683
7177,diclofenaco y codeina,diclofenaco 50 mg + codeina fosfato 50 mg,Tableta o cápsula,Farmaceutica Paraguaya,mg,Institucional,"2,158.09",Medio,2,2158.09,7.677442115611696,50 mg + 50 mg,0.1,590,27,145,2,1,-0.10084920530977776
9312,clortalidona,clortalidona 25 mg,Tableta o cápsula,Farma,mg,Institucional,"1,692.00",Alto,3,1692.0,7.4342573821331355,25 mg,0.025,479,27,144,0,1,-0.1264437025670003
11224,simeticona,simeticona 1 g,Solución o suspensión oral,Nevox,ml,Institucional,"43,600.00",Medio,2,43600.0,10.682835364853922,1 g,1.0,1561,21,303,2,1,2.174859030930139
3631,olmesartan medoximil y hidroclorotiazida,"olmesartan medoximil 40 mg + hidroclorotiazida 12,5 mg",Tableta o cápsula,Bioquifar,mg,Comercial,"1,800.00",Medio,2,1800.0,7.496097345175956,40 mg + 5 mg,0.045,1350,27,66,2,0,-0.12051307607044377
